дата_факт,регион,девелопер_корр,нейминг,м2,шт,микс,базовая,чистовая,локация SMLT,координаты,индекс,индекс_проект,дата,комментарий
01.12.2022,Москва,ЮИТ,Аалто,"80,6",1,23132200,23132200,25389000,0,0,,Аалто,01.01.2023,
01.12.2022,Москва,MR Group,Абрикосов,1301,9,1503060000,1503060000,1724230000,0,0,,Абрикосов,01.01.2023,
01.12.2022,Москва,Э.К. Девелопмент,Авиатика,"4059,7",53,1285673100,1204479100,1285673100,0,0,,Авиатика,01.01.2023,
01.12.2022,Москва,ПИК,Академика Павлова,"21233,7",398,6698936310,6698936310,6698936310,0,0,,Академика Павлова,01.01.2023,
01.12.2022,Москва,Wainbridge,Акватория,6075,51,2654365000,2654365000,2654365000,0,0,,Акватория,01.01.2023,
01.12.2022,Москва,Аквилон,Аквилон Бисайд,"13174,2",400,3688909358,3688909358,3688909358,0,0,,Аквилон Бисайд,01.01.2023,
01.12.2022,Москва,Аквилон,Аквилон Митино,"24026,5",617,5564598597,5564598597,5564598597,0,0,,Аквилон Митино,01.01.2023,
01.12.2022,Москва,Asterus Development,Алиа,"17377,6",237,5588487083,5534531783,5882083783,0,0,,Алиа,01.01.2023,
01.12.2022,Москва,Alcon,Алкон Тауэр,"1859,7",15,770172837,770172837,770172837,0,0,,Алкон Тауэр,01.01.2023,
01.12.2022,Москва,Ташир,Амбассадор,7789,48,0,0,0,0,0,,Амбассадор,01.01.2023,
01.12.2022,Москва,ПИК,Амурский Парк,"11708,5",280,2799454260,2799454260,2799454260,0,0,,Амурский Парк,01.01.2023,
01.12.2022,Москва,ПИК,Английский квартал,"1577,7",18,950995000,950995000,950995000,0,0,,Английский квартал,01.01.2023,
01.12.2022,Москва,СК Апартаменты в Кусково,Апартаменты в Кусково,"2358,4",133,588658696,588658696,588658696,0,0,,Апартаменты в Кусково,01.01.2023,
01.12.2022,Москва,Valartis,Артисан,"1838,5",9,2356004295,2356004295,2356004295,0,0,,Артисан,01.01.2023,
01.12.2022,Москва,ФСК,Архитектор,"13187,1",162,5171315005,4984175005,5604195005,0,0,,Архитектор,01.01.2023,
01.12.2022,Москва,Glorax,Аура Белорусская,"3088,5",47,1989129953,1989129953,1989129953,0,0,,Аура Белорусская,01.01.2023,
01.12.2022,Москва,AFI Development,Афи Парк Воронцовский,"11313,8",220,4987560852,4849336852,5246996852,0,0,,Афи Парк Воронцовский,01.01.2023,
01.12.2022,Москва,AFI Development,Афи Тауэр,"4375,2",145,1749045680,1632128180,1754633780,0,0,,Афи Тауэр,01.01.2023,
01.12.2022,Москва,СЗ Прогресс,Байрес,"4096,6",100,1364152634,1364152634,1364152634,0,0,,Байрес,01.01.2023,
01.12.2022,Москва,Главстрой Девелопмент,Баланс,"13924,7",298,4435432928,4156938928,4435432928,0,0,,Баланс,01.01.2023,
01.12.2022,Москва,РГ Девелопмент,Балтийский,"2200,1",26,755233000,755233000,755233000,0,0,,Балтийский,01.01.2023,
01.12.2022,Москва,Интеко,Балчуг Резиденс,"374,8",1,217196600,217196600,217196600,0,0,,Балчуг Резиденс,01.01.2023,
01.12.2022,Москва,ПИК,Барклая 6,"18953,7",298,6130717900,6056006200,6354853000,0,0,,Барклая 6,01.01.2023,
01.12.2022,Москва,MR Group,Басманный 5,"90,8",2,39900000,39900000,44440000,0,0,,Басманный 5,01.01.2023,
01.12.2022,Москва,КОРТРОС,Бауман Хаус,"959,5",13,415653800,415653800,415653800,0,0,,Бауман Хаус,01.01.2023,
01.12.2022,Москва,Ташир,Берег столицы,13135,21,10677170000,10677170000,10677170000,0,0,,Берег столицы,01.01.2023,
01.12.2022,Москва,Главстрой Девелопмент,Береговой,52975,630,28117549600,28117549600,28117549600,0,0,,Береговой,01.01.2023,
01.12.2022,Москва,СК Биг Пост,Биг Пост,234,11,87300360,87300360,87300360,0,0,,Биг Пост,01.01.2023,
01.12.2022,Москва,Lexion Development,Боген Хаус,"1347,2",8,1557625000,1548263000,1777287000,0,0,,Боген Хаус,01.01.2023,
01.12.2022,Москва,ПИК,Большая Академическая 85,"6821,4",162,1781797510,1761298710,1775940710,0,0,,Большая Академическая 85,01.01.2023,
01.12.2022,Москва,Белстрой,Большая Семерка,"8607,4",121,2648075999,2648075999,2648075999,0,0,,Большая Семерка,01.01.2023,
01.12.2022,Москва,Спецспортпроект,Бор,2065,20,0,0,0,0,0,,Бор,01.01.2023,
01.12.2022,Москва,ФСК,Боровая 34/24,"2891,1",40,795828265,775590565,856541365,0,0,,Боровая 34/24,01.01.2023,
01.12.2022,Москва,ПИК,Бусиновский парк,"11285,5",238,2418288210,2418288210,2418288210,0,0,,Бусиновский парк,01.01.2023,
01.12.2022,Москва,КП УГС,В Рассказовке,"186,9",1,22970571,22970571,22970571,0,0,,В Рассказовке,01.01.2023,
01.12.2022,Москва,Seven Suns Development,В стремлении к свету,"75,3",1,13177500,13177500,13177500,0,0,,В стремлении к свету,01.01.2023,
01.12.2022,Москва,СК Вавилово,Вавилово,"2781,1",16,1028000000,1028000000,1028000000,0,0,,Вавилово,01.01.2023,
01.12.2022,Москва,Capital Group,Вайт Хамовники,"779,2",7,1035430294,1035430294,1035430294,0,0,,Вайт Хамовники,01.01.2023,
01.12.2022,Москва,Стройвос,Вдохновение (Москва),"2525,5",44,702839540,702839540,702839540,0,0,,Вдохновение (Москва),01.01.2023,
01.12.2022,Москва,Крост,Велтон Парк,5965,85,1944881300,1944881300,1944881300,0,0,,Велтон Парк,01.01.2023,
01.12.2022,Москва,Glincom,Верди,"1588,9",26,585730043,585730043,585730043,0,0,,Верди,01.01.2023,
01.12.2022,Москва,Московский фонд реновации,Вернадского квартал 32-33,"353,1",10,90264560,90264560,90264560,0,0,,Вернадского квартал 32-33,01.01.2023,
01.12.2022,Москва,Интеко,Вест Гарден,"14471,9",181,7931038471,7689228471,8412823471,0,0,,Вест Гарден,01.01.2023,
01.12.2022,Москва,Ташир,Вест Тауэр,"13544,1",228,4668105400,4668105400,4668105400,0,0,,Вест Тауэр,01.01.2023,
01.12.2022,Москва,Интеко,Вестердам,"15518,6",274,5414341007,5248493007,5558865007,0,0,,Вестердам,01.01.2023,
01.12.2022,Москва,Ant Development,Виктори Парк Резиденс,"8577,5",86,7877789885,7191589885,7877789885,0,0,,Виктори Парк Резиденс,01.01.2023,
01.12.2022,Москва,УЭЗ,Вилл Тауэрс,"19158,8",250,6971466471,6971466471,6971466471,0,0,,Вилл Тауэрс,01.01.2023,
01.12.2022,Москва,Стройтэкс,Вилла Грейс,"1164,5",7,2090855040,2090855040,2090855040,0,0,,Вилла Грейс,01.01.2023,
01.12.2022,Москва,Larus Capital,Виталити,"243,9",5,96180000,96180000,96180000,0,0,,Виталити,01.01.2023,
01.12.2022,Москва,AB Development,Вишневый сад,"3805,2",25,4828949400,4828949400,4828949400,0,0,,Вишневый сад,01.01.2023,
01.12.2022,Москва,Шатер Девелопмент,Волга,"512,9",7,210500000,210500000,236145000,0,0,,Волга,01.01.2023,
01.12.2022,Москва,ПИК,Волжский парк,"13309,6",330,3088680670,3088680670,3088680670,0,0,,Волжский парк,01.01.2023,
01.12.2022,Москва,ПИК,Волоколамское 24,"15360,3",315,3583127200,3583127200,3583127200,0,0,,Волоколамское 24,01.01.2023,
01.12.2022,Москва,Бэсткон,Время,"1500,8",22,528258202,528258202,528258202,0,0,,Время,01.01.2023,
01.12.2022,Москва,Интеко,Врубеля 4,"5295,5",57,2693983278,2693983278,2693983278,0,0,,Врубеля 4,01.01.2023,
01.12.2022,Москва,УК Динамо,ВТБ Арена Парк,"632,7",4,431660859,431660859,431660859,0,0,,ВТБ Арена Парк,01.01.2023,
01.12.2022,Москва,ПИК,Второй Нагатинский,"18168,2",409,5153411950,5153411950,5153411950,0,0,,Второй Нагатинский,01.01.2023,
01.12.2022,Москва,AB Development,Вудс,9351,44,10551465260,10551465260,10551465260,0,0,,Вудс,01.01.2023,
01.12.2022,Москва,Основа,Вэри,"8556,8",148,3346976094,3198011094,3350506094,0,0,,Вэри,01.01.2023,
01.12.2022,Москва,Желдорипотека,Геометрия,"130,4",1,39170000,39170000,39170000,0,0,,Геометрия,01.01.2023,
01.12.2022,Москва,Град,Город Дэйли,"1728,3",60,403902988,391804888,426370888,0,0,,Город Дэйли,01.01.2023,
01.12.2022,Москва,ИФД Капитал,Город на реке Тушино-2018,989,13,304634361,304634361,304634361,0,0,,Город на реке Тушино-2018,01.01.2023,
01.12.2022,Москва,Capital Group,Город Столиц,3222,16,2185197950,2185197950,2185197950,0,0,,Город Столиц,01.01.2023,
01.12.2022,Москва,ПИК,Грин Парк,"18394,6",307,5271491743,5271491743,5271491743,0,0,,Грин Парк,01.01.2023,
01.12.2022,Москва,ФСК,Движение Тушино,4013,70,1063975735,1055382535,1061520535,0,0,,Движение Тушино,01.01.2023,
01.12.2022,Москва,Центр Инвест,Диалог,"1219,8",19,701440573,701440573,701440573,0,0,,Диалог,01.01.2023,
01.12.2022,Москва,НМ-10,Дин Хаус,"203,4",4,94437450,94437450,94437450,0,0,,Дин Хаус,01.01.2023,
01.12.2022,Москва,Sezar Group,Династия,"4588,3",67,1935127600,1935127600,2164542600,0,0,,Династия,01.01.2023,
01.12.2022,Москва,MR Group,Дискавери,"284,7",4,96861136,96861136,96861136,0,0,,Дискавери,01.01.2023,
01.12.2022,Москва,MR Group,Дискавери Парк,"1093,3",11,344784215,341182015,363048015,0,0,,Дискавери Парк,01.01.2023,
01.12.2022,Москва,Ингеоком,Дмитровка 9,"4039,9",30,8218959437,8218959437,8218959437,0,0,,Дмитровка 9,01.01.2023,
01.12.2022,Москва,MR Group,Дмитровский 1,"1590,8",14,570063590,570063590,570063590,0,0,,Дмитровский 1,01.01.2023,
01.12.2022,Москва,ПИК,Дмитровский парк,"24105,2",456,5631214654,5631214654,5631214654,0,0,,Дмитровский парк,01.01.2023,
01.12.2022,Москва,Московский фонд реновации,Дмитровское 70,"53,2",1,12608400,12608400,12608400,0,0,,Дмитровское 70,01.01.2023,
01.12.2022,Москва,Бэл Девелопмент,Долгоруковская 25,"1883,5",20,2129614475,2129614475,2129614475,0,0,,Долгоруковская 25,01.01.2023,
01.12.2022,Москва,Тройка РЭД,Дом на Барвихинской,"259,1",3,56719711,56719711,61901711,0,0,,Дом на Барвихинской,01.01.2023,
01.12.2022,Москва,МСК Недвижимость,Дом на Минусинской,101,5,32677587,32677587,32677587,0,0,,Дом на Минусинской,01.01.2023,
01.12.2022,Москва,Донстрой,Дом на Мосфильмовской,"1784,1",5,1606910692,1606910692,1606910692,0,0,,Дом на Мосфильмовской,01.01.2023,
01.12.2022,Москва,ВТБ,Дом на Хлебном,"1522,1",7,3162321050,3162321050,3162321050,0,0,,Дом на Хлебном,01.01.2023,
01.12.2022,Москва,ВМС Девелопмент,Дом с Атлантами,655,3,867445000,867445000,867445000,0,0,,Дом с Атлантами,01.01.2023,
01.12.2022,Москва,Группа ПСН,Домашний,"1526,5",18,363869740,363869740,363869740,0,0,,Домашний,01.01.2023,
01.12.2022,Москва,Strana RU,Донской квартал,49,1,19000000,19000000,19000000,0,0,,Донской квартал,01.01.2023,
01.12.2022,Москва,Sminex,Достижение,"33291,3",570,16307240000,16307240000,16307240000,0,0,,Достижение,01.01.2023,
01.12.2022,Москва,Galaxy Group,Досфлота 10,"1276,9",14,466566700,466566700,466566700,0,0,,Досфлота 10,01.01.2023,
01.12.2022,Москва,ГК Регионы,Дрим Тауэрс,"10599,9",139,4385420769,4385420769,4385420769,0,0,,Дрим Тауэрс,01.01.2023,
01.12.2022,Москва,ФСК,Дыхание,"289,9",3,112031474,112031474,112031474,0,0,,Дыхание,01.01.2023,
01.12.2022,Москва,МФС-6,Загорье,"4522,1",54,807952950,795396950,885838950,0,0,,Загорье,01.01.2023,
01.12.2022,Москва,ПИК,Западный порт,"11307,2",207,4480877834,4401138834,4799833834,0,0,,Западный порт,01.01.2023,
01.12.2022,Москва,БСК,Звезды Арбата,"4532,8",31,4416457922,4250316922,5020892922,0,0,,Звезды Арбата,01.01.2023,
01.12.2022,Москва,Э.К. Девелопмент,Зеленая вертикаль,"12335,4",234,2889036400,2823674300,2954560300,0,0,,Зеленая вертикаль,01.01.2023,
01.12.2022,Москва,Афина ЛТД,Измайлово,"39,5",1,12500000,12500000,12500000,0,0,,Измайлово,01.01.2023,
01.12.2022,Москва,Новая жизнь,Измайловский парк,"15493,1",535,4566510825,4566510825,4566510825,0,0,,Измайловский парк,01.01.2023,
01.12.2022,Москва,ПИК,Ильменский 17,4387,80,1204986990,1204986990,1204986990,0,0,,Ильменский 17,01.01.2023,
01.12.2022,Москва,Мангазея Девелопмент,Интонация,"1939,7",26,697946700,697946700,697946700,0,0,,Интонация,01.01.2023,
01.12.2022,Москва,Галс Девелопмент,Искра Парк,"1538,6",19,598189383,591159383,668089383,0,0,,Искра Парк,01.01.2023,
01.12.2022,Москва,Пионер,Йес Ботанический сад,"13017,9",355,3214387770,3214387770,3214387770,0,0,,Йес Ботанический сад,01.01.2023,
01.12.2022,Москва,Пионер,Йес Технопарк,800,9,237520846,237520846,237520846,0,0,,Йес Технопарк,01.01.2023,
01.12.2022,Москва,ПИК,Кавказский 51,"2103,5",48,479738820,479738820,479738820,0,0,,Кавказский 51,01.01.2023,
01.12.2022,Москва,Coldy,Казаков Лофт,"2306,2",34,2125621224,2095527224,2210837224,0,0,,Казаков Лофт,01.01.2023,
01.12.2022,Москва,Capital Group,Капитал Тауэрс,"1054,9",12,1067116100,982724100,1067116100,0,0,,Капитал Тауэрс,01.01.2023,
01.12.2022,Москва,Флэт и Ко,Квартал 38,1250,11,630292502,630292502,630292502,0,0,,Квартал 38,01.01.2023,
01.12.2022,Москва,ВекторСтройФинанс,Кварталы 21/19,"5676,4",98,1532033459,1521596459,1635124459,0,0,,Кварталы 21/19,01.01.2023,
01.12.2022,Москва,Дискуссия,Квартет Хаус,80,1,39952440,39952440,39952440,0,0,,Квартет Хаус,01.01.2023,
01.12.2022,Москва,Союзцветавтоматика,Кинетик,"2180,2",57,652210503,652210503,652210503,0,0,,Кинетик,01.01.2023,
01.12.2022,Москва,Vesper,Клауд Найн,"876,8",5,1405072000,1405072000,1405072000,0,0,,Клауд Найн,01.01.2023,
01.12.2022,Москва,Актив Центр,Клубный дом в Газетном,"3543,4",18,6204637560,6204637560,6204637560,0,0,,Клубный дом в Газетном,01.01.2023,
01.12.2022,Москва,Универсаль,Клубный дом Рублево,"4474,9",71,1256801010,1256801010,1256801010,0,0,,Клубный дом Рублево,01.01.2023,
01.12.2022,Москва,ПИК,Кольская 8,"13402,4",306,3799817400,3799817400,3799817400,0,0,,Кольская 8,01.01.2023,
01.12.2022,Москва,UDevelopment,Композиция 24,"660,7",5,390575868,390575868,390575868,0,0,,Композиция 24,01.01.2023,
01.12.2022,Москва,Концепт Инвест,Концепт Хаус,"126,4",1,29187501,29187501,29187501,0,0,,Концепт Хаус,01.01.2023,
01.12.2022,Москва,МФС-6,Корона севера,"310,4",3,77591400,74357400,77591400,0,0,,Корона севера,01.01.2023,
01.12.2022,Москва,ПИК,Красноказарменная 15,"8530,8",157,2467611640,2444193840,2511101840,0,0,,Красноказарменная 15,01.01.2023,
01.12.2022,Москва,Крост,Кристалл Юнион Парк,5637,93,2125372210,2125372210,2125372210,0,0,,Кристалл Юнион Парк,01.01.2023,
01.12.2022,Москва,ПИК,Кронштадтский 14,"8649,1",167,2326915810,2326915810,2326915810,0,0,,Кронштадтский 14,01.01.2023,
01.12.2022,Москва,ПИК,Кронштадтский 9,"20127,6",354,5450427810,5309534610,5712086610,0,0,,Кронштадтский 9,01.01.2023,
01.12.2022,Москва,СтройВест,Крылатский,"2253,3",23,522070206,522070206,522070206,0,0,,Крылатский,01.01.2023,
01.12.2022,Москва,Эталон (проекты Лидер Инвест),Крылья,"1697,1",21,637195520,637195520,637195520,0,0,,Крылья,01.01.2023,
01.12.2022,Москва,Gravion,Культ,1133,19,976864035,976864035,976864035,0,0,,Культ,01.01.2023,
01.12.2022,Москва,Ingrad,КутузовГрад 2,"12330,7",159,4137486765,3954701765,4571236765,0,0,,КутузовГрад 2,01.01.2023,
01.12.2022,Москва,Capital Group,Кутузовский 12,160,1,127200000,127200000,127200000,0,0,,Кутузовский 12,01.01.2023,
01.12.2022,Москва,Sminex,Лаврушинский,21416,134,49795000000,49795000000,49795000000,0,0,,Лаврушинский,01.01.2023,
01.12.2022,Москва,Пионер,Лайф Варшавская,"16120,1",230,4255602519,4255602519,4255602519,0,0,,Лайф Варшавская,01.01.2023,
01.12.2022,Москва,Пионер,Лайф Кутузовский,"623,5",3,210661720,210661720,210661720,0,0,,Лайф Кутузовский,01.01.2023,
01.12.2022,Москва,Vesper,Лаки 1905,"4694,4",32,4608913380,4283569380,4608913380,0,0,,Лаки 1905,01.01.2023,
01.12.2022,Москва,Level Group,Левел Донской,931,14,363411484,357978484,385143484,0,0,,Левел Донской,01.01.2023,
01.12.2022,Москва,Level Group,Левел Причальный,"12545,9",230,5629154565,5578768565,5830698565,0,0,,Левел Причальный,01.01.2023,
01.12.2022,Москва,Д-Инвест,Легендарный квартал,"6247,4",135,1465000843,1465000843,1465000843,0,0,,Легендарный квартал,01.01.2023,
01.12.2022,Москва,Метрополис,Лес,"3059,2",45,846229294,846229294,846229294,0,0,,Лес,01.01.2023,
01.12.2022,Москва,Ingrad,Лесопарковый,"38,4",1,12292667,12292667,13060667,0,0,,Лесопарковый,01.01.2023,
01.12.2022,Москва,Интерфлора,Лефорт,"4504,4",45,1445777378,1445777378,1445777378,0,0,,Лефорт,01.01.2023,
01.12.2022,Москва,Мортон (ПИК),Лефортово Парк,"678,1",11,218028500,218028500,218028500,0,0,,Лефортово Парк,01.01.2023,
01.12.2022,Москва,Midland Development,Лобачевский,"850,8",9,272864000,272864000,272864000,0,0,,Лобачевский,01.01.2023,
01.12.2022,Москва,ПИК,Лосиноостровский парк,"14935,9",333,3450161190,3450161190,3450161190,0,0,,Лосиноостровский парк,01.01.2023,
01.12.2022,Москва,Верейская Плаза,Лофт 151,231,3,64490000,64490000,64490000,0,0,,Лофт 151,01.01.2023,
01.12.2022,Москва,СК Лофт на Вернадского,Лофт на Вернадского,"661,8",41,236785046,236785046,236785046,0,0,,Лофт на Вернадского,01.01.2023,
01.12.2022,Москва,СК Лофт Нагорная,Лофт Нагорная,"209,5",12,59713500,59713500,59713500,0,0,,Лофт Нагорная,01.01.2023,
01.12.2022,Москва,Hutton Development,Лунар,"1399,4",36,717535770,717535770,717535770,0,0,,Лунар,01.01.2023,
01.12.2022,Москва,ЛСР,Лучи,"5729,9",137,1632292366,1632292366,1632292366,0,0,,Лучи,01.01.2023,
01.12.2022,Москва,СМУ-6,Любовь и голуби,"4404,7",111,1295061048,1295061048,1295061048,0,0,,Любовь и голуби,01.01.2023,
01.12.2022,Москва,Hutton Development,Люмин,"951,9",11,1039517600,1039517600,1039517600,0,0,,Люмин,01.01.2023,
01.12.2022,Москва,Magnum Development,Магнум,"1306,1",10,1139109640,1139109640,1139109640,0,0,,Магнум,01.01.2023,
01.12.2022,Москва,Гранель,Май Приорити Басманный,"7233,5",118,2973220467,2930545467,3292220467,0,0,,Май Приорити Басманный,01.01.2023,
01.12.2022,Москва,My Space Development,Май Спейс на Окской,"2265,3",141,763449100,718143100,763449100,0,0,,Май Спейс на Окской,01.01.2023,
01.12.2022,Москва,Московский фонд реновации,Малая Филевская 22,"510,8",7,129481590,129481590,129481590,0,0,,Малая Филевская 22,01.01.2023,
01.12.2022,Москва,А101,Манифест,"265,5",3,83702722,82349622,87659622,0,0,,Манифест,01.01.2023,
01.12.2022,Москва,СК Маросейка 11,Маросейка 11,1415,15,0,0,0,0,0,,Маросейка 11,01.01.2023,
01.12.2022,Москва,УНР 494,Маршал,15673,185,6498558685,6498558685,6498558685,0,0,,Маршал,01.01.2023,
01.12.2022,Москва,ПИК,Матвеевский парк,"22481,4",539,6565144195,6565144195,6565144195,0,0,,Матвеевский парк,01.01.2023,
01.12.2022,Москва,Галс Девелопмент (достройка проекта ВТБ),Матч Пойнт,"1370,8",16,561691568,561691568,561691568,0,0,,Матч Пойнт,01.01.2023,
01.12.2022,Москва,Hutton Development,Мезон Руж,"866,4",3,782359200,782359200,782359200,0,0,,Мезон Руж,01.01.2023,
01.12.2022,Москва,Основа,Мейн Стрит,"9561,4",133,2775040400,2775040400,2775040400,0,0,,Мейн Стрит,01.01.2023,
01.12.2022,Москва,MR Group,Метрополия,"42989,8",774,13095628587,12798927987,14002642387,0,0,,Метрополия,01.01.2023,
01.12.2022,Москва,Торгпродуктсервис,Меценат,"1439,2",14,1899659600,1899659600,1899659600,0,0,,Меценат,01.01.2023,
01.12.2022,Москва,ПИК,Мещерский лес,121,2,35118050,35118050,35118050,0,0,,Мещерский лес,01.01.2023,
01.12.2022,Москва,Рождествено,Мир Митино,"179,2",3,30463317,30463317,30463317,0,0,,Мир Митино,01.01.2023,
01.12.2022,Москва,Ingrad,Михайлова 31,"165,2",2,41995726,40443726,43747726,0,0,,Михайлова 31,01.01.2023,
01.12.2022,Москва,ПИК,Михайловский парк,24748,492,5738592782,5738592782,5738592782,0,0,,Михайловский парк,01.01.2023,
01.12.2022,Москва,РГ Девелопмент,Михалковский,"1244,5",22,333871200,333871200,333871200,0,0,,Михалковский,01.01.2023,
01.12.2022,Москва,ПИК,Мичуринский парк,"10653,5",238,2854019020,2854019020,2854019020,0,0,,Мичуринский парк,01.01.2023,
01.12.2022,Москва,ПИК,Молодогвардейская 36Б,"19,6",1,9900000,9900000,9900000,0,0,,Молодогвардейская 36Б,01.01.2023,
01.12.2022,Москва,Capital Group,Мон Шер,1024,5,698485000,698485000,698485000,0,0,,Мон Шер,01.01.2023,
01.12.2022,Москва,Sun Development,Монодом Лейк,"2767,9",43,745385232,745385232,745385232,0,0,,Монодом Лейк,01.01.2023,
01.12.2022,Москва,Sun Development,Монодом Фэмили,"1221,9",18,366325350,366325350,366325350,0,0,,Монодом Фэмили,01.01.2023,
01.12.2022,Москва,Садовое кольцо ГК,Мостмэн,"407,6",3,262000241,262000241,262000241,0,0,,Мостмэн,01.01.2023,
01.12.2022,Москва,ПИК,Мякинино Парк,"1129,3",28,284191990,257810390,276654390,0,0,,Мякинино Парк,01.01.2023,
01.12.2022,Москва,СК Мясницкая 13-10,Мясницкая 13,143,6,72890000,65740000,72890000,0,0,,Мясницкая 13,01.01.2023,
01.12.2022,Москва,КП УГС,На Береговом,"324,2",4,94472529,94472529,94472529,0,0,,На Береговом,01.01.2023,
01.12.2022,Москва,КП УГС,На Дмитрия Ульянова,"200,3",5,52313790,52313790,52313790,0,0,,На Дмитрия Ульянова,01.01.2023,
01.12.2022,Москва,УЭЗ,На Никулинской,"156,3",3,51927377,51927377,51927377,0,0,,На Никулинской,01.01.2023,
01.12.2022,Москва,МФС-6,На Циолковского,"1360,2",11,308400000,308400000,346485600,0,0,,На Циолковского,01.01.2023,
01.12.2022,Москва,Эталон (проекты Лидер Инвест),Нагатино Ай Лэнд,"5515,5",74,1903103937,1903103937,1903103937,0,0,,Нагатино Ай Лэнд,01.01.2023,
01.12.2022,Москва,Coldy,Найс Лофт,"2968,2",104,863047569,845565569,993975569,0,0,,Найс Лофт,01.01.2023,
01.12.2022,Москва,Центр Инвест,Настоящее,"11681,5",156,5189791347,5189791347,5189791347,0,0,,Настоящее,01.01.2023,
01.12.2022,Москва,ФСК,Настроение,"7390,8",113,1987780676,1976408076,1997164076,0,0,,Настроение,01.01.2023,
01.12.2022,Москва,Tekta Group,Нау,"2957,4",36,1234122970,1234122970,1234122970,0,0,,Нау,01.01.2023,
01.12.2022,Москва,Флэт и Ко,Нахимов,"4087,9",57,1120568801,1120568801,1120568801,0,0,,Нахимов,01.01.2023,
01.12.2022,Москва,Renaissance Construction,Нева Тауэрс,"10238,3",77,7572591700,7572591700,7572591700,0,0,,Нева Тауэрс,01.01.2023,
01.12.2022,Москва,Авеста,Некрасовка квартал 10-11,"1254,4",20,241344800,241344800,241344800,0,0,,Некрасовка квартал 10-11,01.01.2023,
01.12.2022,Москва,Авеста,Некрасовка квартал 13,"38,5",1,8379500,8379500,8379500,0,0,,Некрасовка квартал 13,01.01.2023,
01.12.2022,Москва,Нижегородская 3215 застройщик,Нижегородская 3215,"335,2",8,89754602,89754602,89754602,0,0,,Нижегородская 3215,01.01.2023,
01.12.2022,Москва,ПИК,Новохохловская 15,"20363,8",483,4901157089,4901157089,4901157089,0,0,,Новохохловская 15,01.01.2023,
01.12.2022,Москва,Эталон,Нормандия,"1185,1",15,214141067,212807067,236509067,0,0,,Нормандия,01.01.2023,
01.12.2022,Москва,Pioneer Finance,Нью Форм Аминьевское,"2318,6",133,647852272,647852272,647852272,0,0,,Нью Форм Аминьевское,01.01.2023,
01.12.2022,Москва,Pioneer Finance,Нью Форм Жигулевская,"5870,6",361,1417741143,1417741143,1417741143,0,0,,Нью Форм Жигулевская,01.01.2023,
01.12.2022,Москва,Capital Group,Око,"1000,1",8,562366900,562366900,562366900,0,0,,Око,01.01.2023,
01.12.2022,Москва,Ташир,Оникc,"21832,2",269,7894975402,7688901402,8719271402,0,0,,Оникc,01.01.2023,
01.12.2022,Москва,Донстрой,Остров,"68608,9",851,29388019512,28121019512,29388019512,0,0,,Остров,01.01.2023,
01.12.2022,Москва,Корпорация ТЭН,Парк Легенд,"2543,8",57,1029468710,1029468710,1029468710,0,0,,Парк Легенд,01.01.2023,
01.12.2022,Москва,HITECH DEVELOPMENT,Парк Плаза,"962,5",12,213535695,213535695,213535695,0,0,,Парк Плаза,01.01.2023,
01.12.2022,Москва,ПИК,Перовское 2,"17514,1",461,4207924630,4207924630,4207924630,0,0,,Перовское 2,01.01.2023,
01.12.2022,Москва,Elbert Development,Пироговская Малая 14,5673,46,0,0,0,0,0,,Пироговская Малая 14,01.01.2023,
01.12.2022,Москва,Лофт на Подъемной,Подъемная 14,"502,1",26,134311401,126545401,134311401,0,0,,Подъемная 14,01.01.2023,
01.12.2022,Москва,Ant Development,Поклонная 9,"5185,5",68,3917215145,3917215145,3917215145,0,0,,Поклонная 9,01.01.2023,
01.12.2022,Москва,Группа ПСН,Полянка 44,"560,8",2,772809960,772809960,772809960,0,0,,Полянка 44,01.01.2023,
01.12.2022,Москва,ПИК,Полярная 25,"13245,9",233,2965816100,2965816100,2965816100,0,0,,Полярная 25,01.01.2023,
01.12.2022,Москва,Optima Development,Прайм Парк,"8392,4",89,5343852016,5191520016,5611140016,0,0,,Прайм Парк,01.01.2023,
01.12.2022,Москва,Ingrad,Преображение,"104,5",1,28003383,25913383,28003383,0,0,,Преображение,01.01.2023,
01.12.2022,Москва,Флэт и Ко,Призма,1800,15,562320840,562320840,562320840,0,0,,Призма,01.01.2023,
01.12.2022,Москва,ИФД Капитал,Примавера,"1643,2",20,703909140,703909140,703909140,0,0,,Примавера,01.01.2023,
01.12.2022,Москва,Алвек,Пришвина 4а,"60,9",2,11755350,11755350,11755350,0,0,,Пришвина 4а,01.01.2023,
01.12.2022,Москва,ПИК,Просторная 7,"3089,3",57,933599310,933599310,933599310,0,0,,Просторная 7,01.01.2023,
01.12.2022,Москва,Гранель,Профит,"13825,8",359,3612798871,3470310871,3746826871,0,0,,Профит,01.01.2023,
01.12.2022,Москва,Московский фонд реновации,Профсоюзная 96-1,"36,2",1,8876240,8876240,8876240,0,0,,Профсоюзная 96-1,01.01.2023,
01.12.2022,Москва,Расцветай,Расцветай в Люблино,"819,7",18,237300000,237300000,237300000,0,0,,Расцветай в Люблино,01.01.2023,
01.12.2022,Москва,Основа,Ред 7,"2038,7",26,1449722200,1347787200,1449722200,0,0,,Ред 7,01.01.2023,
